publishedAt,authorDisplayName,textDisplay,label,likeCount
2024-01-09T04:00:31Z,@andisupriantolombok,sumpah muak aing lihat anis senyum tekananya kpd prabowo kyk org cerdas byk kerjaya byk data byk ilmu hormat calon presiden byk julidnya,0.0,29.0
2024-01-07T17:33:58Z,@genimamour5071,debat paslon substansi emosional serang pribadi paslon brbrkomen lihat rekam jejak awalbrjika pimpin emosionalbisa pasti tangan besibrsangat berbahayabrbringat pasu mawarr bawah komando ps berondong massa demontrasi culik lenyap akibat tindak emosional koridorbrdan pecatbranda mengalamihal,0.0,28.0
2024-01-07T16:31:48Z,@oqisakti5543,calon lbh fokus serang pribadi calon no gak fokus visi misi calon bagus bahas tahan bawa serang calon kes cari aman beliau detail program bawa,0.0,28.0
2024-01-07T15:24:05Z,@nurhadikhoiron3374,anis banyak ngomong kerja jatim anti,0.0,28.0
2024-01-09T03:09:42Z,@Molla2307,prabowobranis bicara etika brterlihat mencariquot salah sudut prabowonya,0.0,27.0
2024-01-07T18:18:43Z,@muhtar4617,adab ubah konstitusi mk,0.0,27.0
2024-01-10T14:54:59Z,@user-oi6zq1od7o,ih sumpah nonton w ken nangissabar prabowo nilai rakyat dua,0.0,26.0
2024-01-08T03:22:57Z,@icakrisna,no udah liat bgt jatuh,0.0,26.0
2024-01-07T17:17:06Z,@RoofBoxplg,anis visi misi langnsg nyerang prabowo habis bahan,0.0,26.0
2024-01-07T15:43:57Z,@ariskawulandari8132,no dendam kesumat no bromongan maniss gak liat data wkwk brall in prabowo,0.0,26.0
2024-01-07T15:37:55Z,@dinamarisa7488,bisnis lihat az pood estate usaha nya agrimas kan tmmi,0.0,26.0
2024-01-07T23:16:27Z,@user-lg7yn5cu3m,anis liat rendah tuh kaya dr td bahasa jatuh pribadiii prabowo,0.0,25.0
2024-01-07T16:17:33Z,@syifareyhanakurnia2034,iyaa bener debat jelek lawan kayak nya emang taktik anis pancing emosi lawan,0.0,25.0
2024-01-07T14:51:50Z,@user-uu4uy6ol2i,nama tahan titik yg gak beber gamblang negara ukir mampu perang no gak tau nyuruh transparan porsi nya ajar kode etik,0.0,24.0
2024-01-07T17:22:29Z,@aprisubanto5481,debat doa,0.0,24.0
2024-01-07T18:23:53Z,@KamarCover,userzktrwqb omong,0.0,24.0
2024-01-07T15:05:17Z,@playgame2463,sumpah buzzer paslon gencar sosmed,0.0,24.0
2024-01-08T08:32:16Z,@muhammadirfannugraha7345,,0.0,23.0
2024-01-08T04:35:06Z,@yudhistiraridwan1082,orang kalo ngomong teori nama asbun,0.0,23.0
2024-01-07T15:01:22Z,@siydahfatimah5485,tata aja pandai tata indonesia,0.0,19.0
2024-01-07T14:51:54Z,@ikhsanafrizal8946,pinter omong doang,0.0,19.0
2024-01-07T15:15:15Z,@yayasunarya3192,ikhlas tpi ambisius ken jdi presiden kali kali nyalonbrtadinya musuh bubuyutan skrng jdi kawan saking ken jdi presiden heeheee,0.0,14.0
2024-01-07T15:18:14Z,@user-tt1ht2qk3k,orang iklas ga milih bocil wakil dg yg kotor,0.0,14.0
2024-01-07T15:01:12Z,@abdulnasir5468,kasihan jagoanya gak emosi,0.0,14.0
2024-01-07T14:51:27Z,@Abilkendoss,ogah,0.0,14.0
2024-01-07T14:51:56Z,@nathaliyajbg6892,presiden nomor pinter ngomong topi buruk kerja,0.0,13.0
2024-01-07T15:07:40Z,@user-vs4yb1xf2x,seganni orang roh,0.0,11.0
2024-01-07T14:49:40Z,@tarilestari8122,dr prabowo ikhlas anis licik naudzubillah menang ganjarrr gak ngadiquot praktik paham nyerocos tau kondisi,0.0,11.0
2024-01-07T15:05:13Z,@berta8059,boooong,0.0,10.0
2024-01-07T14:55:45Z,@Dilzzy0008,gak bener emosiantapi omong kosong ngos an,0.0,10.0
2024-01-07T15:14:06Z,@airarahadi6296,endardaniarhrs pandai tdk km fahami saking bolot nya,0.0,9.0
2024-01-07T14:55:48Z,@lordpandjaitan5876,emosi,0.0,9.0
2024-01-07T15:01:30Z,@user-su6mj8js3h,is the best ngibulnyeomon,0.0,8.0
2024-01-07T15:08:19Z,@wibowowibowo6456,mr gubernur dkibiasa aja gak yg istimewapembual,0.0,8.0
2024-01-07T14:51:04Z,@user-yk6vq4zi6q,langsung kerubutinnangis x yanahan malu udah ga malu,0.0,8.0
2024-01-07T14:54:35Z,@jeebymuhammed7655,prabowo babak beluuur,0.0,7.0
2024-01-07T14:50:46Z,@mian2032,kasi eyang wowo bulan,0.0,7.0
2024-01-07T14:52:09Z,@sefitranura9446,iyuhhhh omong bukti nol,0.0,7.0
2024-01-07T14:51:56Z,@solehasolehati9957,cuman cerdas doang,0.0,6.0
2024-01-07T15:19:34Z,@uchihakagami3612,ngimpi anjir,0.0,5.0
2024-01-07T15:15:08Z,@dennyhidayat91,ikhlas nyalon umur hidup,0.0,5.0
2024-01-07T15:20:16Z,@error4035,ya iya pandai mulut,0.0,5.0
2024-01-07T14:53:30Z,@rullywardhana5639,no pinter ngebohong boneka,0.0,5.0
2024-01-07T14:52:29Z,@pachohererra2910,sistem it tri tahan retas ngeri bahaya tri tahan proyek kacau,0.0,5.0
2024-01-07T14:56:30Z,@janglangit,no kes cari salah lawan,0.0,5.0
2024-01-07T14:51:39Z,@DeFamilien,wowo sayur ongob,0.0,5.0
2024-01-07T14:49:18Z,@user-bk2sr8bg8s,tetep prabowo anis bisa hasut suka jatuh orang lainbrmakin gk respes anis,0.0,5.0
2024-01-07T15:09:07Z,@bangfadli3302,etdah gimana tu yg miliar nanam singkong kema duit nya,0.0,4.0
2024-01-07T14:57:04Z,@smgchichi8196,njir iklas,0.0,4.0
2024-01-07T14:55:13Z,@aduy6508,no ngorek salah no amp mulu yak emng no cerdas ngomong teori doang pas praktek nihill,0.0,3.0
2024-01-07T15:16:45Z,@xgaleri9094,ikhlas bolak nyalon,0.0,3.0
2024-01-07T14:51:52Z,@Dominickndeso,anis jago cari salah salah,0.0,3.0
2024-02-20T08:24:10Z,@kampusbiru1099,muak ketawa anis,0.0,2.0
2024-02-19T12:49:52Z,@gustinarahayu6405,anis ngomong rapat dunia takut nya ngebom indonesia songong sok pinter,0.0,2.0
2024-01-07T14:55:29Z,@anuar1036,kasihan no babak bur,0.0,2.0
2024-01-07T15:02:29Z,@pianvhalembank,ya manusia kuat ambisi cari kurang,0.0,2.0
2024-01-07T15:17:09Z,@potodigi14,ikhlashihijiikhlas hongkong,0.0,2.0
2024-01-07T14:53:29Z,@aryamahendra2285,lupa janjibr jatah korupsi,0.0,2.0
2024-01-07T14:54:15Z,@anditumanggor9871,tp prabowo,0.0,2.0
2024-01-07T14:50:00Z,@tarilestari8122,takuuuut gak percaya anis kalo ngomong dngan janjiquotnyaa takuuuut kalo gak ditepatin pinter bolak balikin kataquot,0.0,2.0
2024-02-21T21:42:47Z,@enys4745,program dn bukti jgn jatuh,0.0,1.0
2024-02-19T12:41:38Z,@gustinarahayu6405,ya yg suka dr anis astaghfirullah haladzim ga paham ya manusia kaya gin,0.0,1.0
2024-01-07T14:55:10Z,@indrasoeharto7906,nomor ngomong,0.0,1.0
2024-01-07T15:17:20Z,@rezakings6586,prabowo cari debat wkwkwk debat wo,0.0,1.0
2024-01-07T15:12:32Z,@osobzoll9243,ustad mata duit,0.0,1.0
2024-01-07T14:53:28Z,@ChantiqueNewsChannel,si angin isi anginkalo kluar suara ribut bikin pusying brpengen mimpin utk selatanselatan hasil negara kagak yg dengarbrcontoh easy orang miskin mimpin ngajarin cari duit yg dengar wkwkwkudah syukur gak tendang kluarmiskin sombong loe,0.0,1.0
2024-01-07T14:53:17Z,@bambangyuswo572,yg ikhlas rakyat brdan isi serang cari kesal,0.0,1.0
2024-01-07T14:53:15Z,@user-sk3vf9gb6i,probowo bilang etik endas vidio udah viral tu sekat paslon no,0.0,1.0
2024-01-07T15:18:02Z,@azmialin8369,tukang makan duit rakyat bilang ikhlas,0.0,1.0
2024-01-07T14:52:04Z,@putriazzahra8220,yo opo jare est seng pinter omongbrspenting prabowo ttp hati,0.0,1.0
2024-01-07T14:55:02Z,@mulyonarang8910,paraaaahhhhh,0.0,1.0
2024-01-07T14:50:17Z,@ganteng-qm3fc,anis gak temen langsung pulang,0.0,1.0
2024-01-07T14:49:43Z,@Putuayu93,anis,0.0,1.0
2024-05-07T06:52:10Z,@yuliantohamid4330,proses ulng siyapa yg tenggelam dsr laut,0.0,0.0
2024-02-29T14:35:51Z,@devi_indrihapsari4529,periode pilih wo tp kali maaf wo cm d jadi boneka dinasti joker antegnya khianat bangsa,0.0,0.0
2024-02-29T14:34:12Z,@devi_indrihapsari4529,moga amin lgsg bebas rahasia tp knp presiden antek paksa coblos,0.0,0.0
2024-02-29T03:51:31Z,@willyamsyah8288,ganjar megawati puan maharani korupsi,0.0,0.0
2024-02-26T16:16:28Z,@user-zx9qt4bl2t,udah menang aja buzzernya mana ampas,0.0,0.0
2024-02-26T13:46:32Z,@user-bv7tk4sn3x,prab w kalah kasihan,0.0,0.0
2024-02-26T09:05:28Z,@dutapratama2982,the real sengkuni,0.0,0.0
2024-02-26T08:12:33Z,@deoarli7966,anis ganjar bawa kekalahanselamat ucapkn udah pintar ngomong yg merwka dpt sakit nggak tidur,0.0,0.0
2024-02-26T16:13:44Z,@user-zx9qt4bl2t,udah otak lo ga cerna,0.0,0.0
2024-02-21T21:40:19Z,@enys4745,trnyta jahat hrsnya jd panutan,0.0,0.0
2024-02-21T18:55:05Z,@zullkifli8371,pintar ngomong kerja nda sesuai omong,0.0,0.0
2024-02-21T07:18:12Z,@noobgaming606,anis udah nyerang anjir ganas banget corot,0.0,0.0
2024-02-20T18:10:17Z,@user-xi8fn2ct8r,sakit virus negara korupsijin negara korupsijin ifrid jin idris liar negara,0.0,0.0
2024-02-20T12:47:44Z,@MASAGUSS5729,bgt anis ganjar hnya omon,0.0,0.0
2024-03-11T05:30:03Z,@user-gj9xj9dc4x,preeeet,0.0,0.0
2024-02-19T23:34:55Z,@dashabyleather593,kayak sinis banget si anis dendam intern ya,0.0,0.0
2024-02-19T21:17:01Z,@user-ik1wv6nn5s,anies anies makan tu karma,0.0,0.0
2024-02-19T21:10:42Z,@user-ik1wv6nn5s,solo vs squad debat,0.0,0.0
2024-02-19T18:32:29Z,@prabowopresidenku02,tv one jancok maen potong kata prabowo,0.0,0.0
2024-02-19T12:14:39Z,@gustinarahayu6405,bukti nyata omong kosong janji manis bapakbr pintar rela jatuh orang tolong kembali astaghfirullah haladzim ya manusia,0.0,0.0
2024-02-19T08:55:27Z,@alfatihalfatih-hk4yl,ganjar asli gen kulit hitam tp ganjar rutin awat,0.0,0.0
2024-02-18T15:18:07Z,@user-hc8bv4ux2m,anis asu edan juara nya bacot ganjar bnar bnar ber etika brani brani nya buka rasia negara dpan publik sungguh tau malu jlas mata nya menang kn milu halal kn sgala sok bersih pdahal lbih mnjijik kn cuhhhh sala waras pilihn ku prabowo,0.0,0.0
2024-02-26T16:18:01Z,@user-zx9qt4bl2t,lu pilin ngehalalin nyalon nabrak mk nyogok kpu malu minimal malu ngomong kaya gin,0.0,0.0
2024-03-11T05:36:03Z,@user-gj9xj9dc4x,prabowo maju capres wakil nya gibran yg langgar kode etik prabowo halal menang pilpres,0.0,0.0
2024-02-17T20:25:53Z,@Hallan20011,topik pilih kayak sengaja banget sudut prabowo alihalih debat,0.0,0.0
2024-02-17T16:06:56Z,@yovitaedellia9929,si anies mbulet kayak benang kusut,0.0,0.0
2024-02-17T14:35:40Z,@uusjunior4025,kayak nyariquot salah,0.0,0.0
2024-02-17T14:30:53Z,@uusjunior4025,anis parah banget serang pribadi etika nya udah anis nanyak etika etika ngaca ya,0.0,0.0
2024-02-17T14:28:24Z,@rullysetiarsa3004,flash back liat debat presiden inibr amp presiden koq doyan nyinyir yaa brbr amp tau bodoh yaabrsangat wajar kalo hasil milu rataratabrkasian banget paslon amp brkabar dukung demo karna curang wkt milu brbrkasian banget yaa dukung amp kaca video debat capres inibrbukan teriakteriak milu curangbrkasian banget deeh,0.0,0.0
2024-02-17T12:30:33Z,@uusjunior4025,anis ngapain nanyak pribadi ya kampret bnget,0.0,0.0
2024-01-07T14:55:15Z,@wayansuarda3175,sy prabowo menang telak kalah telak,0.0,0.0
2024-01-07T14:55:14Z,@jakacahyana1976,kadrun yesss sembah pasang yaman lupa ayat mayat pilkada dki jago ngomong nol kerja,0.0,0.0
2024-01-07T15:15:50Z,@lamnidabutar4067,playing victim,0.0,0.0
2024-01-07T15:08:40Z,@arjunaaudio8041,orang klo mo kalah bawaanya mo nyerang tp yg serang orang,0.0,0.0
2024-01-07T15:02:23Z,@dwirahmawaty4317,antek jokowisorry yeeee,0.0,0.0
2024-01-07T14:54:34Z,@user-wk7yc4xr4e,kasihan mbah wowojawabnya nyambung maklum udah tua,0.0,0.0
2024-01-07T14:54:32Z,@user-cm4tz8zu3v,capres data yg salah ahirnya ralat,0.0,0.0
2024-01-07T14:54:26Z,@nisanbagol2003,darimanah nomor,0.0,0.0
2024-01-07T15:12:30Z,@wibowowibowo6456,moderasi hebatno aplikasi istimewa mr gubernur jakartabiasa aj rutinitas,0.0,0.0
2024-01-07T15:55:35Z,@user-pi9xl7bk1n,omdo manis nya aja kalo btuh kalo butuh ny udah penuh mah lupa,0.0,0.0
2024-01-08T00:49:27Z,@tegarpratamanuryadi9146,yups moderasi bgt presiden pantesnya motivator saing mardigu mario teguh,0.0,0.0
2024-01-07T14:53:50Z,@dewiirana4484,benci penghasutbrmuaaaak yg jelek jatuh paslon brjijik profokator brhanya pprabowo yg tulus,0.0,0.0
2024-01-07T15:07:56Z,@mangagus2130,logika absurd,0.0,0.0
2024-01-07T14:53:38Z,@pajarboypajarboyboy9798,anis yng banya serang anis yng yng,0.0,0.0
2024-01-07T14:59:37Z,@dwirahmawaty4317,antek jokowi,0.0,0.0
2024-01-07T15:00:53Z,@gedesuannataeih9080,amies bau lol,0.0,0.0
2024-01-07T15:34:20Z,@anikanik4027,amis bau mulut,0.0,0.0
2024-01-07T14:53:22Z,@user-rn2ex1ow5h,debat kayak unjuk cmn orasi,0.0,0.0
2024-01-07T14:53:19Z,@Thiankjava,kakek gemoy keok bantai park ahn nice amp mr ganzar,0.0,0.0
2024-01-07T15:02:01Z,@tusinem3886,bener bgt sombong gak rakyat klu,0.0,0.0
2024-01-07T14:58:34Z,@tontonan74,omdo,0.0,0.0
2024-01-07T15:04:09Z,@mydin8149,omdo,0.0,0.0
2024-01-07T14:58:59Z,@johnwick-ko8xy,ikhlas palak lo ahahahahahaha,0.0,0.0
2024-01-07T14:59:13Z,@hasanthemeteoridsr9748,coba bukti ikhlas prabowo,0.0,0.0
2024-01-07T15:35:20Z,@Orangbodoh-px9cv,preet gandeng sampek kursi cawapres jalan,0.0,0.0
2024-01-07T15:01:02Z,@dwirahmawaty4317,antek jokowiamit yeeee,0.0,0.0
2024-01-07T14:52:06Z,@user-bm5ds9on4r,anies presiden,0.0,0.0
2024-01-07T14:51:54Z,@Sevenfather,iya prawoboyo cb jlsln carany,0.0,0.0
2024-01-07T15:15:23Z,@yunitanaswa9986,koncosopir duduk belah fahamwkwk,0.0,0.0
2024-01-07T14:57:17Z,@yudiajs4709,jakacahyana,0.0,0.0
2024-01-07T14:50:54Z,@user-bs2gz8gm9m,auwo uwo menang,0.0,0.0
2024-01-07T14:50:51Z,@user-hx9wq6oi4z,ngedrop wkwk,0.0,0.0
2024-01-07T15:01:54Z,@pirispasek6255,pimpin lo pinter ngibul wkwk,0.0,0.0
2024-01-07T15:03:03Z,@3Msalon515,pinter ngomong doankkerja nya nol,0.0,0.0
2024-01-07T14:53:52Z,@pianvhalembank,iya jago ngeles,0.0,0.0
2024-01-07T14:50:24Z,@user-kz1ok8mi1g,debat isi br cari kesalahanbr memoertahankan kesalahanbr ide gagas,0.0,0.0
2024-01-07T15:24:12Z,@user-pi9xl7bk1n,dominickndesoya si mersa,0.0,0.0
2024-01-07T15:07:11Z,@sanganfas1599,yudis nulis az gk becusmalu gimna anis bicara sesuai fakta,0.0,0.0
2024-01-07T23:22:06Z,@sanganfas1599,yudiajs jwaban gk nyambung muteremosian,0.0,0.0
2024-01-07T14:58:01Z,@mr.rojerrojer5496,orang ngakalin konstitusi,0.0,0.0
2024-01-07T14:49:38Z,@user-kd5iw1nv6j,anis pinter ngomong hati bersih ya,0.0,0.0
2024-01-07T14:52:02Z,@aryamahendra2285,lupa janji,0.0,0.0
2024-01-07T14:52:35Z,@user-bs2gz8gm9m,iya bener maksud gk putar udah calaon kali kalah,0.0,0.0
2024-01-07T14:58:30Z,@user-su6mj8js3h,userbsgzgmm hhhh nyungsepsumur resap,0.0,0.0
2024-01-07T14:51:03Z,@adhilistyohadribroto8306,wowo tular bocah kung jd goblog,0.0,0.0
2024-01-07T14:51:15Z,@user-bs2gz8gm9m,menang wkwkwk,0.0,0.0
2024-01-07T14:57:59Z,@aisyahisabella2992,jago tkutnya janji palsu gk bukti,0.0,0.0
2024-01-08T01:51:08Z,@arlanmuzakki9043,prabowo sibuk ngurusin negara yg sibuk ngurusin prabowo,0.0,1157.0
2024-01-07T16:17:09Z,@gedewidiada6032,orang bal agama hindu debat prabowo yg salam buka agama hindu quotom swastiastuquotbrrespect,1.0,861.0
2024-01-07T19:14:06Z,@user-nu6ze8gv6r,sederhana ucap hebat tindak insa allah prabowo mandat rakyat indonesia amin,1.0,581.0
2024-01-08T01:29:01Z,@safrinaamir1997,salut prabowo usia senja beliau istirahat duduk tenang rumah harta beliau menghawatirkan negara cinta indonesia beliau cinta tulus beliau pergi tinggal dunia beliau bakti negara tuhan panggil beliau halang rintanganbrpak prabowo orang nya suara nya lantang orang beliau emosi beliau manis atur emosi beliau orang jujur tulus manusia salah prabowo salah beliau tutup baik beliau laku senjata orang orang tanggung jatuh beliau olah ungkit ungkit salah prabowo suci salah pandai bicara manipulatifbrpak prabowo pilih mas gibran mas gibran anak presiden beliau tunjuk generasi muda wakil pimpin tulus jujur bijakbrsatu prabowo pilih kali inibrsatu kalimat cocok semuabrquot sesal lambat nama pendaftaranquotbrsaya mohon maaf singgung tulis jelek manjatuhkan paslon murni opini tulis milik maksud artinyabr usia senja sibuk pimpin istirahat biar tunjuk ektabilitasbrjawabannya beliau cinta nkri terbaikbrkenapa pilih gibran pengalamanbrjawabannya gibran power anak presiden lihat lihat gibran mampu bantu pimpin negara inibr cinta nkri gak presidenbrjawabannya presiden suara dengar presiden kadang suara dengar brbismillahbrkita butuh pimpin diri kaki atur,1.0,568.0
2024-01-07T16:19:40Z,@Robbidev2410,dapat dg brbahwa tahan negara yg rahasia sakral bicara forum buka brkrn tdk tau musuh bs terkam dr araha negara krn bocor data pertahananbrsaya salut dg prabowo terpancingbrsaya sayang paslon no baya negara ambisi cari poin,1.0,519.0
2024-01-07T15:27:56Z,@raden3738,bpk prabowo beliau ikhlas abdi muda tua negara karakter gagas segani bangsa,1.0,515.0
2024-01-07T23:39:27Z,@novitaanggraini9811,semangat prabowo pohon angin yg terjang kencang moga baik serta,1.0,505.0
2024-01-07T16:24:08Z,@ratiminratimin229,salut prabowo debat kes kroyok paslon,1.0,472.0
2024-01-08T03:20:31Z,@meloncourse9344,prabowo bicara nya teori yg siap jujur ikhlas bener smngat indonesia merdeka,1.0,470.0
2024-01-07T15:40:32Z,@babamneymar4781,lepas beda pilih yg allah pilih presiden antara tangan pilpres depan brsmoga amanah jalan pimpin yg adil mensejahtrakan rakyat aamiin,1.0,468.0
2024-01-08T09:18:46Z,@NicolausIwan,dukung no prabowo gibran absen liat,1.0,416.0
2024-01-08T05:47:02Z,@04_moch.akhirussholehadifi59,prabowo jelek paslon respect beliau,1.0,400.0
2024-01-07T16:05:27Z,@RudiSetiawan-gc3rh,ya allah moga negara pimpin yg amanahamin,1.0,398.0
2024-01-07T18:14:51Z,@maximuskoli9788,salut dgn prabowo pijak maksimal yg jalan jabat sbg menhan beliau tdk cari cari salah paslon wujud capres yg,1.0,386.0
2024-01-07T15:33:00Z,@ehonsholihan9850,hati tulus insya allah jalan lurus mari cipta milu damai jujur adil doa agama yakin masingaamiinaamiinya robbal alamin,1.0,383.0
2024-01-07T16:22:02Z,@karna08,moga yg pimpin negara yg pikir tani amin,1.0,374.0
2024-01-07T16:32:58Z,@boobooid3595,prabowo serang elektabilitas nya semangat prabowo gibran putar,1.0,351.0
2024-01-08T03:24:34Z,@novithabesouw9352,paslon no fokus serang prabowo probowo tenang jawab sedih lihat nya tulus cinta tanah air prabowo moga tuhan sempat paslon nomor utk pimpin negara,1.0,348.0
2024-01-08T04:07:47Z,@muhammadilcham9728,debat sidang lpj menteri tahan tancap gassss prabowo,1.0,333.0
2024-01-07T18:02:57Z,@OniChan-bs1ol,debat malam simpul sifatquot asli capres yg suka hasut yg kritis tp main teori yg ikhlas yg dengki nila cerdas aja gk pimpin adab ilmu pimpin cari yg bijak ambil putus dasar teori tp nyata lapang,1.0,320.0
2024-01-07T17:02:07Z,@indriyanisaputri9008,kerenn prabowo pancing sabaarr disiini indonesia sabar bap uji sabar setebal lapis bumi hebat prabowo gibran menang bismillah menang,1.0,307.0
2024-01-07T16:28:33Z,@ojandseleding2033,jiwa nasionalis prabowo sayang masyarakatnyaall in prabowo,1.0,285.0
2024-01-07T18:59:02Z,@zubaidahismail22,prabowo emosi apa pilih hati jatuh lawan serang pribadi lawan bicara data benarbrberhatilah orang jatuh orang untung pribadi,1.0,271.0
2024-01-08T12:34:57Z,@KangMusChannel,sesi terahir udah debat anies ganjar terangquot serang individu fokus maju bangsa negara indonesia semangat prambowo dukung,1.0,269.0
2024-01-07T19:57:51Z,@indirajayaflorist9999,saing jatuh maju anak bangsa,1.0,262.0
2024-01-09T03:51:02Z,@reynoldtasiam1248,singkat apa prabowo ucap debat initetap prabowo baik kepinteran cerdas alam beliau ragu negeri negerihidup prabowo is the best,1.0,257.0
2024-01-07T17:29:40Z,@rudikurniawan2098,ya allah moga pilpres curang curang laknat yg curangg aamiin,1.0,257.0
2024-01-07T15:21:07Z,@mirzaalfarre6012,coba hati nurani yg pimpin indonesiabukan kejar jabat presiden,1.0,255.0
2024-01-07T14:52:15Z,@akhmadwahyudi3356,respect prabowo kali beliau hadap serang tenang lanjut,1.0,254.0
2024-01-07T16:34:15Z,@Insinyur_Desa,moga negara pemimin amanah amin,1.0,252.0
2024-01-09T00:12:57Z,@AyyAisyah17,menang pihak orang yg sabar tulusbrkami prabowo,1.0,248.0
2024-01-07T17:03:00Z,@kadekputra9029,dapat sgn paslon no yg buka dpn yg rahasia dpn aman bangsa negara lemah dgn musuh negara,1.0,246.0
2024-01-09T15:46:44Z,@assikinajah3428,pro jokowi sampe ga suka dukung prabowo tp capres sempat prabowo pimpin negri,1.0,245.0
