publishedAt,textDisplay,label
2024-01-07T21:21:31Z,baca substansi pandang prabowo subianto debat capres ketigasecara substansial capres anies baswedan capres prabowo subianto kait rasio kali lipat naik gaji rumah prajurit tni sby jokowi sungguh langsung patah prabowo jelas refocussing skala prioritas anggar disbursement plan procurement plan covid arah presiden cq menkeu bendahara negara substansi prabowo atas sungguh capres ganjar pranowo kait realisasi capai minimum essential forces mef persen target persen sungguh halang alokasi anggar tangan covid kemarindemikian hal kait sindir anies beli pesawat bekas menteri tahan sederhana substantif prabowo operasionalisasi beli pesawat menenuhi target mef sungguh minimal minimal rangka efisiensi manfaat anggar sedia akuisisi pesawatpesawat produksi muda usia max penggunaanproblem substantif paham dalam kait capai mef ganjar prabowo landas guna variabel alat utama sistem senjata alutsista pelihara awat alutsista sarana prasarana tahan profesionalisme sejahtera prajuritnamun capai mef hitung variabel alutsista variabel nilai formula hitung rumitinilah substansial ulang kali prabowo ganjar anies mef sesi debat singkat lapor data formulasi hitung presentasi holistik hadap komisi i dpr ri celaka data kalkulasi intelijen tahan sifat rahasia stratejik jabar detail forum buka debat capres malam risiko negara identifikasi kuat militer negara diplomatik geopolitik ganggu hubung bilateral negara kerjasama tahan indonesia kait produksi alutsista senjata cermat rdp rapat dengar dapat komisi i dpr ri menteri tahan selenggara tutup substansi confidential jaga prabowopembahasan substansial singgung debat malam kait kss kerjasama selatanselatan isu sungguh lanjut gagas kerja bangun negara kembang konferensi asiaafrika kaa bandung konferensi anggap tonggak sejarah bentuk kerjasama selatanselatan kss karno sebut konferensi antarbenua bangsa kulit warna sejarah umat manusiasingkatnya kss skema kerjasama negara kembang hubung bilateral multilateral mutual hasil solusi bangun negara selatanterkait isu kss jujur aku prabowo paham dimensi historis substansi indonesia posisi geopolitik deskriptif prabowo sebut indonesia hasil teladan negaranegara dunia selatan hasil tata kelola sumber daya negeri hilir dll negara afrika ajar anggap negara selatan hasil inflasi rendah tumbuh neraca dagang bagus surplus dagang berturutturut prabowo perspektif mandiri daulat sungguh prabowo gambar solidaritas negaranegara kss sinambung kaa wujud hubung kuat asean anies tanggap ganjarbagaimana bargaining position indonesia geopolitik rangkul negaranegara selatan ekonomi indonesia jajah mandiri kes negara kembang miskin konklusi historis anies rujuk dimensi diplomatik ala ali sastroamidjojo indonesia tebar politik rangkul peta jalan kss langsung patah prabowo leadership negara pimpin panutan negara selatanselatan ngga omonomon teladan kuat ekonomi domestik ing ngarso sung tulodo ing madyo mangun karso lebih substansi debat ganjar anies lepas mudah artikulasi ofensif dapat posisi capres menteri tahan korelatif isu debat jadi prabowo common enemy subjektifkedua problematika posisi capres sinambung incumbent prabowo leluasa capres visi misi debat arah cenderung defensif forum malam capres anies ganjar sungguh milik paham substansi dalam retorika gimmick ofensif layak oposisi,
2024-01-07T21:21:07Z,ri nnt dalam hti lubuk yg plig ttp de jokowi hati tkkan tergnti hnya beliau yg sllu mgerti rakyat bwah smga de jokowi sht sllu anak cilacap nusakambangan,
2024-01-07T21:20:30Z,paslon no serang paslon no konspirasi akibat panik hasil survei no lambung,
2024-01-07T21:19:58Z,pa anis the best,
2024-01-07T21:19:48Z,bismillahya alloh moga prabowo presiden jokowiaamiinthn prabowo gibranpresidenya,
2024-01-07T21:19:39Z,jujur ngeri ya ok banteng sih kalo gua,
2024-01-07T21:19:38Z,menang kalahx presiden rakyat sengsara,
2024-01-07T21:19:36Z,debat presiden kyk debat camat iklan rokok,
2024-01-07T21:19:27Z,nyimak klw pa anis emang jaga dlm puisi rangkai emang jossstpi kerja ga ya,
2024-01-07T21:19:25Z,ganjar mahfud,
2024-01-07T21:19:09Z,prabowo pilih,
2024-01-07T21:18:48Z,brisik banget npc nya,
2024-01-07T21:18:37Z,lawan maju gentar pilih progib lihat dukung lawan kaya prabowo yg menang,
2024-01-07T21:18:12Z,sana incorporisano nanya kesana sono,
2024-01-07T21:17:55Z,presidentnya nama buruh pabrik hapus oursosing usah turun harga sembakoterima kasih,
2024-01-07T21:17:53Z,all in prabowo,
2024-01-07T21:16:24Z,ya allahberikah sempat taun prabawo presiden yg ikhlas hati,
2024-01-07T21:16:21Z,komen banyak bayar,
2024-01-07T21:15:59Z,capres tu cerdas memgolah katakata pas nyerang capres notabene menhan capres banget bdh masak gak mikir kalo debat dokumentasi youtube yg dunia kalo buka buka rumah tangga negara diskusi langsung kalo siar buka aib negara bocor rahasia negara gitu lhoo sepele kayak gitu gak pikir hadyuhhh liat sesi debat bikin laper,
2024-01-07T21:15:57Z,anis presiden ku,
2024-01-07T21:15:37Z,aniessinsya allah presiden moga amanahsosok pemimpinyg penuh ilmu yg bemanfaat,
2024-01-07T21:15:32Z,mah debat argumen aja cuman jual omong tarik sih condong pa ganjar,
2024-01-07T21:14:49Z,bgt terpilh kerja sibuk sibuk jabat,
2024-01-07T21:14:28Z,andai atur larang bnyk salam nkri,
2024-01-07T21:14:27Z,kena bales abis dah ampe mati gaha,
2024-01-07T21:14:17Z,all in prabowo gibran,
2024-01-07T21:13:56Z,halah anis omong tok,
2024-01-07T21:13:52Z,ganjar polisi hidup sederhana,
2024-01-07T21:13:49Z,orang hutang ko hormat dunia logika nya wo wo wo,
2024-01-07T21:13:39Z,tuju debat anis balas dendam cak imin yg debat kena ko buka langsung serang prabowo sampe bawa personal tanah nya prabowo aju program debat pakai alat jatuh lawan sedih,
2024-01-07T21:13:37Z,anis cemme cerita bawang mem,
2024-01-07T21:13:24Z,lihat kl sdh terpilihmendadak butatuli bisu tagih janji kampanye,
2024-01-07T21:12:44Z,mantep pilih amin,
2024-01-07T21:12:34Z,sesi debat kali full ngerujak prabowo paham kuasa debat sesi karna tugas menhan karna emosi bendung buat gambar harus negara beli alutsista bekas bukti emosi jatuh sperti prabowo kali bilang anis ambisius pimpin sadar kali raih kursi presiden kali gagal,
2024-01-07T21:12:14Z,sih debatmasih bagus obrol rakyat warung kopi,
2024-01-07T21:12:14Z,prabowo gibran,
2024-01-07T21:12:12Z,mohon tenang,
2024-01-07T21:12:08Z,anis ngerti sih tahan,
2024-01-07T21:12:05Z,debat kali yg harap,
2024-01-07T21:12:03Z,sbg masyarakat awam ngerti tri tahan tri yg privacy vital sejarah yg mana negara invasiselalu yg serang tahan nya pusat militer nya karna lumpuh lumpuh sy prabowo gak buka data yg dikitforum debat sorot negara yg yg cari data tahan negara forum international gak data buka internasional paham proffesional aju negara yg hubung tahan aja sdm nya yg berfikir arah karna fanatik buta salah paslon ga fahambahwa tahan privacy vital yakaliiiii lu naro jebak rumah lulu kasih tau org tinggal luk nggak,
2024-01-07T21:11:48Z,celetup gaza,
2024-01-07T21:11:45Z,anis cocok ketua gang,
2024-01-07T21:11:07Z,presiden wakil aja suka remeh amin elegan,
2024-01-07T21:09:44Z,anis kurang imong tong kosong bunyi taring,
2024-01-07T21:09:10Z,yah numor urut kaya jatuh,
2024-01-07T21:09:07Z,baca tema debat jelasjelas tema debat tahan prabowo jabat menhan ya kulit kerja prabowo sesuai tema debat debat sahsah nggak playing victim,
2024-01-07T21:08:33Z,jgn pilih pdip si plongo sulfat aja yaaa,
2024-01-07T21:08:16Z,si ganjar lawak,
2024-01-07T21:08:03Z,lihatt rekam jejakk hasil kerjanyaa pandai omong provokasi rakyatt,
2024-01-07T21:07:57Z,anis contoh hasut serang prabowo tkut kalah,
2024-01-07T21:07:49Z,ganjar mahfud ra sepele,
2024-01-07T21:07:40Z,anis ganjar x ngebuli robowo suka anis udah gak lg sorry ya anis ganjar anis yg kau buat indonesia nol,
2024-01-07T21:07:11Z,yg pinter ngomong tdk kerja,
2024-01-07T21:07:02Z,bekas yo bekas wowo,
2024-01-07T21:07:02Z,prabowo ga nyambung,
2024-01-07T21:07:02Z,anies sesat,
2024-01-07T21:07:00Z,anis kbanyakan bacot kerja nya cm tata mnuduh data salah sllu silat liidah yg konyl,
2024-01-07T21:05:05Z,kmi bdli dbt kmi matap pilih prabowo mas kibran presiden idonesia medatang,
2024-01-07T22:01:32Z,iya debat bicara topik bicara televisi buruk komentar warganet gak fokus materi debat,
2024-01-07T21:04:55Z,pintar wowo olah kendali emosional maklum sih krn faktor usia beliau gak sadar x nyapres kalah trus krn gak nrima kalah nyapres x nama ambisi bowo,
2024-01-07T21:04:44Z,hasut mas anies mas anies,
2024-01-07T21:04:18Z,wowo nyol konyolsama tdk profesionalkonteks jawab mana dlm konteks debat presiden kasih dlm temu pribadikayaknya sdh pikun ya pakmaaf sy bkn dukung salah paslon karna msh butuh wkt utk tentu,
2024-01-07T21:04:16Z,mari pilih capres yg yg baik utk moga milu jurdil amin,
2024-01-07T21:04:15Z,m,
2024-01-07T21:04:13Z,sejarah hitam paslon capres langgar konstitusi track record langgar ham berat koalisi,
2024-01-07T21:04:01Z,pilih anies kalah berantas korupsi jabat petinggi suka musuhnyadan prabowo menang belakang ny jokowi yg lawan capres nya satu lawan menang,
2024-01-07T21:03:35Z,hahah no langgar etik ko emosi langgar etik tp fakta gimana tuh,
2024-01-07T21:03:19Z,yg comment nga pakai ganjar,
2024-01-07T21:03:06Z,debat debat adu visi misi jatuh pasang,
2024-01-07T21:01:47Z,jakarta aja gak sprti lu ngomong,
2024-01-07T21:00:56Z,anis ngomong nya cepet bgt emang cocok presiden ngomong nya blak blakan,
2024-01-07T21:00:21Z,prabowo yg jatuh lawan rispek prabowo yg panggil kpk,
2024-01-07T21:51:48Z,omong doang bagus gk bukti bukti stadiun,
2024-01-07T21:00:01Z,bismillah ganjar presiden,
2024-01-07T21:00:01Z,kalah pilih no,
2024-01-07T21:29:52Z,curhat de,
2024-01-07T21:33:05Z,curhat dongs dektom,
2024-01-07T20:59:01Z,klo prabowo gak presiden kena karma tragedi,
2024-01-07T20:58:52Z,anis pintar nyari celah kasalahan bowo bullshit,
2024-01-07T20:58:31Z,all in amin,
2024-01-07T20:58:12Z,ganjar sok galak pdhal sma mak banteng takut wkwo,
2024-01-07T20:58:08Z,dukung paslon no,
2024-01-07T20:58:07Z,prabowo gibran,
2024-01-07T20:58:07Z,p prabowo mending tidur aja rumah istirahat dg tenang,
2024-01-07T20:57:44Z,dukung lawa probowo lucu nuntut perihal etika mohon maaf nih lu etika lu ngomong manis doang mah g,
2024-01-07T20:57:28Z,prabowo ayamin haha,
2024-01-07T20:57:22Z,anis ngomong bullshit bantu aja uda hianati,
2024-01-07T20:56:45Z,pilih baik bikin puyeng nyet,
2024-01-07T20:56:29Z,bolehh bolehh,
2024-01-08T00:33:38Z,mantap,
2024-01-08T01:08:31Z,lu nya yg g faham soakk,
2024-01-08T03:37:49Z,kalah x wowo,
2024-01-08T03:53:18Z,ky abang kta beda debat capres abang hy komentar debat capres,
2024-01-08T00:09:01Z,aamiin ya allah,
2024-01-08T00:20:51Z,aamiin,
2024-01-08T00:36:29Z,aamin ya allahamin,
2024-01-08T00:55:47Z,aamiin,
2024-01-10T13:31:54Z,aminn yaallah,
2024-01-07T20:55:39Z,ganjar cuman tau orang gak tau fakta gimana prabowo,
2024-01-07T20:55:33Z,yg d solusi eyang,
2024-01-07T20:54:31Z,saluuutt ganjarrr,
2024-01-07T20:54:23Z,yg temprament pokoknyarakyat takut culik masukin karung kayak zaman orba,
2024-01-07T20:54:09Z,,
2024-01-07T20:54:01Z,pimpin pinter ngomong krn emg tugas ngomong rapat nasional internasional,
2024-01-08T00:36:57Z,salesman klo pinter omong,
2024-01-07T20:53:22Z,gue liat ganjar presiden lebi jokowi palau prabowo ya rakyat pinter milii,
2024-01-07T20:52:48Z,,
2024-01-07T20:52:47Z,capres yg santai senyum ehh yg atu emosi panik keluar statemen yg tdk tdk nyambung cenderung tdk,
2024-01-07T20:52:03Z,debat malam ganjar vs prabowo imbang yg satu tiup angin,
2024-01-07T20:51:52Z,jadi prabowo mas gibran presiden ya rabb,
2024-01-07T20:51:38Z,prabowo udad tau pertahann sok tau fakta cuman liat google,
2024-01-07T20:51:33Z,ganjar pranowo my man,
2024-01-07T20:50:41Z,sok pinter anis,
2024-01-07T20:49:34Z,pimpin baik pimpin,
2024-01-07T20:49:25Z,c si cabut,
2024-01-07T20:49:21Z,anies is the best cerdas,
2024-01-07T20:49:14Z,,
2024-01-07T20:48:55Z,c trus,
2024-01-07T20:48:55Z,ganjar mahfud presiden,
2024-01-07T20:48:51Z,anis gitu ya gk konsisten omong,
2024-01-07T20:48:36Z,anis,
2024-01-07T20:47:55Z,pilih capres jatuh lawan penting pribadi,
2024-01-07T20:47:14Z,anis anis debat tutup cari dukung tni polri asn nnti lu ingkar kaya rumah dp nyatane cangkemu kui loh plonga plongo,
2024-01-07T20:46:47Z,yg bilang prabowo serang kritik bnyk pendukungya pret pdhl emng kritik tsb wajib prabowo emng menha kerja gimana sih penndukung wowo jengkel trus sma paslondebat kemaren anis ajah sindir wowo gk emosi gk baper mental baja gk tau baperan gmn jdi pimpin kritik dikit ringkus bahaya tuhsekelas donald trump ajah yg otak keras sm bush kritik ajah bgitu jga putin erdogan kritik pedas pdhl negara demokroasi loh tema tahan prabowo udh alat jawab jujur jujuran ampun dah parah kesi gibran,
2024-01-07T20:46:17Z,,
2024-01-07T20:46:06Z,anis satu capres yg halusinasi klo jdi presiden mundur lgi indonesia contoh jakarta beranta,
2024-01-07T20:45:59Z,anis ngedabrus doang bisane,
2024-01-07T20:45:59Z,anis banyak teori wkwk,
2024-01-07T20:45:30Z,debat capres kali anies kali mention budaya seni bawa nama indonesia kenal dunia internasional kalo presiden pamong budaya laku seni apresiasi perhati sampe daerah pencil gak yaaaaah bantu penontyooooon,
2024-01-07T20:45:22Z,tulus maju bangsa prabowo gibran yg tulus serius karna pake pikiranya jokowi yg mejadi guru prabowo gibran yg tulus perna purakrak oke pragib,
2024-01-07T20:45:08Z,ganjar bilang pas tutup we are groots,
2024-01-07T20:45:06Z,seng tenang pk prabowo thun bpk akn org nomer negara cinta,
2024-01-07T20:44:53Z,rahasia rahasia negaraserius nanya,
2024-01-07T20:44:42Z,pprabowo jiget aja,
2024-01-07T20:44:40Z,mantap bijak pro rakyat,
2024-01-07T20:44:38Z,kasi prabowo,
2024-01-07T20:44:32Z,anis omong ya,
2024-01-07T20:43:49Z,gk anies tri pecat nilai kalo prabowo kerja gk kena pecat jg ama jokowi lawan partai sah pecat kompeten yg kerja serius rakyat yg bacot doang yg aja pilih intropeksi jg lu anies ganjar kalo gk ngerti alutsista bekas gk bahas ntar malu janji manis gubernur rumah dp jalan sepeda bikin macet bikin rajin bambu tolol ganjar gua gk tau karna rasa tolong rakyat dibodohin gampang tindak yg sulit,
2024-01-07T20:43:42Z,serang yg menang prabowo president,
2024-01-07T20:43:27Z,cape bener ngeliat prabowo yg luar konteks tanya,
2024-01-07T20:43:21Z,anis jago omon doang,
2024-01-07T20:43:15Z,datafaktayg siapajgn hny omong etika doang yg nggak pny etika mmbeberkan datafaktanggak jam pake logika alam hny dr dapat ajar hny dr pengarahantknblm prnh mengalamimenjalanihny pnter omdongmasyarakat yg menilaisalam santuy,
2024-01-07T20:43:00Z,parabowo cocok menhanmending menhan aja kapasitas,
2024-01-07T20:42:56Z,kalo dar pinter ngomong kaya anis burung beo,
2024-01-07T20:42:33Z,minus singkat banget,
2024-01-07T20:42:28Z,iya bener sesuatuanya ngk omong bacot palsu sajatp tindak yg nyata hidup bowo modal bacot ngk modal omong doang,
2024-01-07T20:42:23Z,prabowo bantai kanan kiri prabowo hebat kasi liat wajah udah capek juang istirahat anis pimpin indonesia,
2024-01-07T20:42:17Z,jijik bgt gua anis,
2024-01-07T20:42:11Z,gawat ni klo presiden yg emosional kayak prabowo,
2024-01-07T20:54:40Z,pempramn,
2024-01-07T20:42:09Z,pimpin distel ketua partaiindonesia gin gin aja,
2024-01-07T20:42:03Z,gibran prabowo kyk org cacat otaklihat wajahnyalucujika gibran jdikn indonesia mayoritas kristen keren banget,
2024-01-07T20:41:43Z,ganjar pamor anies turun pamor karna banyak serang paslon diskusi prabowo cela karna hati nurani lapang,
2024-01-07T20:44:28Z,debat ngobrol,
2024-01-08T03:22:13Z,nailasadiah capres kubu prabowo bowo cari salah dll pikir maju bangsa benar lawan karna tuju sejahtera bangsa tuju bersebrangan paham bowo jd menhan angkat lawan abadi jokowi ya manfaat bangsa mah,
2024-01-07T20:41:32Z,tata tertib larang tim kampaye hampir moderator intimidasi kpu diam ajh atur langgar,
2024-01-07T20:40:52Z,periode dukung prabowo tp yg bikin kecewa prabowo tdk konsisten oposisi rapat rezimpadahal oposisi tentu bijak rezim rezim bikin atur yg rugi rakyat oposisi yg dapat beda putus rezim yg awas kerja rezim putus rezim kritisi kaji ulang bijak jadi bocil gibran cawapresnya tabrak atur konstitusi negara langgar kode etik mk tp kekeh tahan si bocil cawapresnya berani sumpah anda si bocil anak presiden mustahil jd cawapres krn umur alam prestasi ide gagas posisi cawapres sembarang krn prabowo sakit halang yg darurat tdk terus tugas gak si bocil gibran jd presiden indonesia langsung indonesia yg pimpin bocil yg nol prestasiyg jokowi bikin nasti politik titip si bocil cawapresnya prabowo,
2024-01-07T20:40:33Z,milih pasang mas anies gus muhaimin pilpres,
2024-01-07T20:40:10Z,eyang gemoy cek tensi,
2024-01-07T20:40:01Z,anis tangan prabowoganjar maju depan pimpin,
2024-01-07T20:40:01Z,prabowo bonyok debat kali,
2024-01-07T20:39:56Z,mantap paslon pas presiden wakil presiden indonesia,
2024-01-07T20:39:06Z,imin licik rebut pkn gusdur,
2024-01-07T20:38:29Z,anis licik suka fitnah,
2024-01-08T00:24:45Z,menit gak alas klo pilih gak alas,
2024-01-08T01:11:57Z,taoyuan taiwan gemoy,
2024-01-07T20:37:38Z,dukung rusuh hadehh kek nya dah lapar ken makan siang minum cucu gratis wkwk,
2024-01-07T20:37:18Z,anies gubernur dki nilai janji,
2024-01-07T20:37:12Z,bismillahirrah presiden moga amanah sejahtera masyarakat indonesia amin,
2024-01-07T20:37:01Z,bukti prabowo bukti ekonomi hancur,
2024-01-07T20:36:48Z,paslon busuk hati cerdik berbicaraadu dombahidup prabowogibran,
2024-01-07T20:36:38Z,pakta gk sekanario dialog moga prabowo menang amiiiiin,
2024-01-07T20:35:29Z,anies kotor ayam enak sehat dukung nya berbondongbondong makan kotor salam akal sehat,
2024-01-07T20:35:20Z,tau mampu prabowo dlm hadap problem negri inibeliau sdh tdk produktif dlm berfikirsangat miris lihat prabowo,
2024-01-07T20:35:12Z,anis teoristis kaya udah sukses aja jakarta,
2024-01-07T20:34:51Z,bravo prabowo prabowo,
2024-01-07T20:34:30Z,pribadi suka ganjar debat beliau utama misi visi nya serang kubu personal,
2024-01-07T20:33:57Z,cacat logika debat serang personal,
2024-01-07T20:33:38Z,yok partai islam padu pimpin imam pengritik koar koar aja maju nahkoda yg amanah negeri yg mayoritas islam sadar cari pimpin yg amanah sejahtera slrh rakyat indonesiacoblos no,
2024-01-07T20:33:35Z,kl yg ku amat pribadi tebak rambut putih sih,
2024-01-07T20:33:00Z,hmm maaf anies sy ragu ambisi maaf kali sy dukung prabowo sj,
2024-01-07T20:32:39Z,prabowo gk nyambung nya,
2024-01-07T20:32:39Z,kasi prabowoorang sabar yg terbaikamiiiin ya rob,
2024-01-07T22:34:19Z,makan angin,
2024-01-07T20:32:04Z,hmm maaf anies sy ragu ambisi maaf kali sy dukung prabowo sj,
2024-01-07T20:31:58Z,yg ambisi loo astagaa x nyapres nama trus wkwkw,
2024-01-07T20:31:50Z,sindir,
2024-01-07T20:31:37Z,budaya ya hmmm capres idealis kes utopis kuno pandang budaya putar rajin pajang kuliner ngetik lhoo yaa coba puter ulang debat hehehe general capres perhati budaya dampak globalisasi bukti bahas kpop kculture salah contoh fenomena marak cinta kculture indonesia anak bangsa kpop idol idol kpop agen of change upaya kenal budaya indonesia kancah internasional dita secret number kenal wudhu luas bersih salah biasa budaya indonesia zayyan xodiac idol kpop muslim langsung kenal masyarakat muslim ciri mayoritas masyarakat indonesia fans kpop idol nama idol nama nama indonesia jaehyun nct nama jamal yoook capres semangat kampanye lupa istirahat dandemikian ngantuk selamat istirahat,
2024-01-08T17:16:41Z,amin,
2024-01-07T20:31:32Z,pk anis benci sma pk prabowo,
2024-01-07T20:31:28Z,ttp konsisten pilih smoga periode bpkprabowo presiden ri,
2024-01-07T20:31:15Z,mangkanya sekolah yg benarbedain yg debat yg menghinaklo pikir orang awam emg susah cerna anisklo nggk jatuhin ya jgn debatcoba lu mikir pake otakmana yg ngomong data yg ngomong fiksi,
2024-01-07T20:31:15Z,prabowo emosi wkwkwk,
2024-01-07T20:31:07Z,harap tenangharap tenangharap tenangkita bukti ditps pilih jago kalianyg kalah kasih jabat bidang baik nkri,
